created_date,modified_date,rating,custom_signup_field_values,feedback,status,id,attended,sponsor_id,timeslot_id,person_id,event_id,utm_source
2019-05-21 16:54:10,2019-06-06 16:03:22,,,,REGISTERED,1011208,,1391,547212,6315,92623,
2020-05-14 16:00:44,2020-06-03 22:00:14,,,,,,,1391,,638746,,
2019-09-20 17:19:24,2019-10-03 08:56:49,Positive,,,REGISTERED,1400586,True,1391,696459,704832,110421,
2019-09-23 14:47:12,2019-10-02 21:30:23,,,,REGISTERED,1414655,,1391,696459,619685,110421,
2019-09-23 20:46:55,2019-10-02 21:30:25,,,,REGISTERED,1417331,,1391,696459,761938,110421,
2019-09-30 08:09:19,2019-10-02 21:30:36,,,,REGISTERED,1443837,,1391,696459,774608,110421,
2019-09-30 08:23:05,2019-10-01 13:07:10,,,,CANCELLED,1443857,,1391,696459,774614,110421,
2019-09-30 10:33:11,2020-11-18 13:12:13,Positive,,,REGISTERED,1444079,True,1391,696459,774711,110421,
2019-09-30 11:43:01,2019-10-02 21:30:38,,,,CONFIRMED,1444341,,1391,696459,774842,110421,
2019-09-30 21:51:45,2020-11-18 14:24:15,,,,REGISTERED,1447246,False,1391,696459,776106,110421,
2019-10-01 12:42:09,2020-11-18 13:02:00,,,,REGISTERED,1448762,False,1391,696459,549365,110421,
2019-10-01 19:30:52,2019-10-02 21:30:56,,,,REGISTERED,1451044,,1391,696459,777653,110421,
2019-08-29 21:49:09,2019-09-02 19:00:11,,,,REGISTERED,1287367,,1391,635482,699438,115864,
2019-08-29 22:07:37,2019-09-02 19:00:11,,,,REGISTERED,1287525,,1391,635482,252503,115864,
2019-08-29 22:14:17,2019-09-02 19:00:11,,,,REGISTERED,1287563,,1391,635482,699560,115864,
2019-08-29 23:24:50,2019-09-02 14:51:15,,,,CANCELLED,1287955,,1391,635482,699783,115864,
2019-08-30 11:06:13,2019-09-02 19:00:12,,,,REGISTERED,1289273,,1391,635482,700557,115864,
2019-08-31 21:48:37,2019-09-02 19:00:13,,,,REGISTERED,1294384,,1391,635482,703257,115864,
2019-09-02 13:44:18,2020-11-18 14:15:58,Positive,,mary hooks,REGISTERED,1297599,True,1391,635482,704832,115864,
2019-09-02 18:42:32,2020-11-18 13:12:17,Positive,,informative. uplifting. connecting.,REGISTERED,1298765,True,,637676,99904,116366,msite
2019-09-19 19:26:37,2019-10-08 22:02:29,,,,REGISTERED,1394425,,,637676,691372,116366,msite
2019-09-27 10:55:08,2020-11-18 13:07:21,Positive,,loved networking and sharing ideas.,REGISTERED,1433421,True,1391,637676,769684,116366,
2019-09-27 11:41:44,2020-11-18 13:07:23,,,,REGISTERED,1433602,False,1391,637676,764236,116366,
2019-09-27 12:57:02,2020-11-18 13:54:09,Positive,,,CONFIRMED,1433927,True,1391,637676,323382,116366,
2019-09-27 22:21:46,2019-10-08 22:03:07,,,,CONFIRMED,1436507,,1391,637676,558151,116366,
2019-10-01 11:19:54,2019-10-08 22:03:14,,,,REGISTERED,1448435,,1391,637676,248460,116366,
2019-10-01 13:58:55,2019-10-08 22:03:16,,,,REGISTERED,1449146,,1391,637676,670640,116366,
2019-10-01 20:11:17,2019-10-08 22:03:23,,,,REGISTERED,1451355,,1391,637676,128486,116366,
2019-10-02 09:29:47,2020-11-18 13:17:41,Positive,,,REGISTERED,1453491,True,1391,637676,741755,116366,
2019-10-02 11:06:24,2019-10-08 22:03:27,,,,REGISTERED,1453857,,1391,637676,94123,116366,
2019-10-03 08:31:52,2019-10-08 22:03:40,,,,CONFIRMED,1459034,,1391,637676,780460,116366,
2019-10-03 09:40:35,2020-11-18 13:02:04,,,,REGISTERED,1459279,False,1391,637676,442044,116366,
2019-10-03 14:55:57,2020-11-18 13:53:16,Positive,,,CONFIRMED,1460805,True,1391,637676,781070,116366,
2019-10-03 17:59:30,2019-10-08 22:03:51,,,,REGISTERED,1461802,,1391,637676,781450,116366,
2019-10-03 21:19:00,2019-10-08 22:03:54,,,,REGISTERED,1463347,,1391,637676,781903,116366,
2019-10-06 19:17:13,2019-10-08 22:04:22,,,,REGISTERED,1472682,,1391,637676,325498,116366,
2019-10-07 11:37:12,2020-11-18 13:02:03,Positive,,experience working in education and the racial tensions and hostility. i'm happy she had a safe space. i'd be more interested in learning how can i help and,REGISTERED,1475737,True,1391,637676,6375,116366,
2020-02-04 13:57:21,2022-07-22 19:28:11,Positive,,,CONFIRMED,2469787,True,1391,1204120,1167855,223505,
2020-02-04 14:58:58,2022-07-22 19:28:11,Positive,,"it was great, very informative, and organized",CONFIRMED,2470900,True,1391,1204120,453792,223505,
2020-02-04 15:51:36,2020-02-13 21:01:15,,,,REGISTERED,2471714,,1391,1204120,1168598,223505,
2020-02-04 18:09:46,2020-02-13 21:01:16,,,,REGISTERED,2474309,,1391,1204120,663586,223505,
2020-02-04 19:00:52,2020-02-13 21:01:17,,,,REGISTERED,2475599,,1391,1204120,443104,223505,
2020-02-04 21:24:55,2022-07-22 20:19:09,,,,REGISTERED,2478900,False,1391,1204120,1171291,223505,
2020-02-04 21:42:11,2022-07-22 19:28:10,,,,CONFIRMED,2479310,False,1391,1204120,93081,223505,
2020-02-04 23:47:13,2020-02-13 21:01:18,,,,CONFIRMED,2481222,,1391,1204120,1172071,223505,
2020-02-05 00:35:50,2020-02-13 21:01:18,,,,REGISTERED,2481792,,1391,1204120,1172257,223505,
2020-02-06 06:47:03,2022-07-22 19:28:11,Positive,,,REGISTERED,2507372,True,1391,1204120,51210,223505,
2020-02-06 07:53:19,2020-02-13 21:01:26,,,,CONFIRMED,2507788,,1391,1204120,1180939,223505,
2020-02-06 08:15:21,2020-02-13 09:51:17,,,,CANCELLED,2507998,,1391,1204120,10883,223505,
2020-02-06 08:21:26,2020-02-13 21:01:27,,,,REGISTERED,2508047,,1391,1204120,181319,223505,
2020-02-06 10:12:29,2020-02-13 13:20:05,,,,CANCELLED,2510216,,1391,1204120,775344,223505,
2020-02-06 10:28:30,2020-02-13 21:01:27,,,,CONFIRMED,2510916,,1391,1204120,1182496,223505,
2020-02-06 10:45:42,2020-02-13 21:01:28,,,,REGISTERED,2511249,,1391,1204120,1182632,223505,
2020-02-06 11:14:52,2022-07-22 21:08:08,,,,REGISTERED,2511942,False,1391,1204120,444060,223505,
2020-02-06 12:33:29,2020-02-13 21:01:29,,,,REGISTERED,2513596,,1391,1204120,1183483,223505,
2020-02-06 15:50:10,2020-02-13 21:01:33,,,,REGISTERED,2519053,,1391,1204120,1185288,223505,
2020-02-07 19:08:21,2020-02-13 21:01:49,,,,CONFIRMED,2556002,,1391,1204120,442213,223505,
2020-02-08 08:58:29,2020-02-13 21:01:54,,,,REGISTERED,2570540,,1391,1204120,6375,223505,
2020-02-08 21:59:11,2020-02-13 21:02:04,,,,CONFIRMED,2593129,,1391,1204120,857320,223505,
2020-02-09 09:19:01,2020-02-13 21:02:08,,,,CONFIRMED,2598387,,1391,1204120,715698,223505,
2020-02-09 09:36:35,2020-02-13 21:02:09,,,,REGISTERED,2599038,,1391,1204120,1216091,223505,
2020-02-10 12:48:50,2022-07-22 21:08:08,,,,CONFIRMED,2623639,False,1391,1204120,1225276,223505,
2020-02-10 18:38:52,2022-07-22 20:19:08,,,,REGISTERED,2631379,False,1391,1204120,874222,223505,
2020-02-11 06:41:57,2020-02-13 21:03:24,,,,REGISTERED,2641137,,1391,1204120,1231632,223505,
2020-02-11 09:59:35,2022-07-22 19:28:10,Positive,,great hearing from candidates about their attitudes. i am a new candidate and am learning. believe strongly in working families!,REGISTERED,2643433,True,1391,1204120,449485,223505,
2020-02-11 13:27:43,2020-11-18 13:12:20,Positive,,,REGISTERED,2648615,True,1391,1204120,1234876,223505,
2020-02-11 15:27:13,2020-02-13 21:03:35,,,,CONFIRMED,2653203,,1391,1204120,95781,223505,
2020-02-11 16:22:35,2020-02-13 21:03:37,,,,REGISTERED,2655110,,1391,1204120,1237622,223505,
2020-02-11 17:00:30,2020-02-13 21:03:37,,,,REGISTERED,2656362,,1391,1204120,1238222,223505,
2020-02-11 19:21:49,2020-02-13 21:03:44,,,,REGISTERED,2660700,,1391,1204120,302456,223505,
2020-02-11 19:33:35,2020-02-13 21:03:44,,,,REGISTERED,2661096,,1391,1204120,47237,223505,
2020-02-11 20:56:14,2020-02-13 21:03:48,,,,REGISTERED,2663679,,1391,1204120,386849,223505,
2020-02-11 21:50:13,2022-07-22 21:08:07,,,,REGISTERED,2665528,False,1391,1204120,733191,223505,
2020-02-12 11:44:20,2022-07-22 19:28:10,Positive,,,REGISTERED,2676925,True,1391,1204120,259821,223505,
2020-02-13 00:16:43,2020-02-13 21:04:41,,,,REGISTERED,2703754,,1391,1204120,736872,223505,
2020-02-13 09:07:14,2020-02-13 21:04:50,,,,REGISTERED,2706973,,1391,1204120,441290,223505,
2020-02-13 10:06:22,2022-07-22 20:19:07,Positive,,,REGISTERED,2709137,True,1391,1204120,1264571,223505,
2020-02-13 12:41:40,2020-02-13 21:04:59,,,,REGISTERED,2713781,,1391,1204120,1266951,223505,
2020-02-13 12:58:28,2022-07-22 20:19:09,Positive,,,REGISTERED,2714259,True,1391,1204120,558151,223505,
2020-02-05 16:12:04,2020-02-05 20:54:51,,,,CANCELLED,2492646,,1391,1204988,1175633,223881,
2020-02-05 16:12:04,2020-02-05 20:54:42,,,,CANCELLED,2492647,,1391,1204989,1175633,223881,
2020-02-05 16:12:04,2020-02-05 20:54:23,,,,CANCELLED,2492648,,1391,1204992,1175633,223881,
2020-02-05 16:12:04,2020-02-05 20:54:35,,,,CANCELLED,2492649,,1391,1204990,1175633,223881,
2020-02-05 16:12:04,2020-02-05 20:54:30,,,,CANCELLED,2492650,,1391,1204991,1175633,223881,
2020-02-05 16:12:04,2020-02-05 20:54:12,,,,CANCELLED,2492651,,1391,1204993,1175633,223881,
2020-02-05 16:12:04,2020-02-05 20:53:29,,,,CANCELLED,2492652,,1391,1204994,1175633,223881,
2020-02-05 16:12:04,2020-02-05 20:55:34,,,,CANCELLED,2492653,,1391,1204995,1175633,223881,
2020-02-05 17:51:45,2020-02-10 12:34:14,,,,CANCELLED,2494941,,1391,1204988,1176351,223881,
2020-02-05 17:51:45,2020-03-30 21:11:41,Positive,,,CONFIRMED,2494942,True,1391,1204989,1176351,223881,
2020-02-05 18:33:52,2020-03-30 21:10:53,Positive,,i really loved the process. the upgraded software is awesome. so efficient and flexible. love it!,CONFIRMED,2495916,True,1391,1204988,278021,223881,
2020-02-05 18:33:52,2020-03-30 21:11:07,Positive,,priscilla is awesome! the group had a great time!,CONFIRMED,2495917,True,1391,1204989,278021,223881,
2020-02-05 18:33:53,2020-03-24 21:30:40,Positive,,very easy to do,REGISTERED,2495918,True,1391,1204994,278021,223881,
2020-02-05 18:33:53,2020-03-31 21:46:02,Positive,,"awesome experience, life altering!",CONFIRMED,2495919,True,1391,1204995,278021,223881,
2020-02-06 12:28:11,2020-03-30 21:10:55,,,,CONFIRMED,2513474,False,1391,1204988,791178,223881,
2020-02-06 12:28:11,2020-03-30 21:11:54,,,,REGISTERED,2513475,False,1391,1204989,791178,223881,
2020-02-06 12:35:35,2020-03-30 21:10:44,,,,REGISTERED,2513637,False,1391,1204988,619641,223881,
2020-02-06 12:35:35,2020-03-30 21:11:48,,,,REGISTERED,2513638,False,1391,1204990,619641,223881,
2020-02-06 13:09:01,2020-03-30 21:11:05,Positive,,best damn party,CONFIRMED,2514409,True,1391,1204988,467354,223881,
2020-02-06 13:09:01,2020-03-30 21:10:31,,,,REGISTERED,2514410,True,1391,1204989,467354,223881,
2020-02-06 23:03:08,2020-02-10 19:58:59,,,,CANCELLED,2531040,,1391,1204988,501254,223881,
2020-02-06 23:03:08,2020-02-17 12:45:23,,,,CANCELLED,2531041,,1391,1204989,501254,223881,
2020-02-06 23:03:08,2020-03-30 21:11:32,,,,REGISTERED,2531042,False,1391,1204990,501254,223881,
2020-02-06 23:03:08,2020-03-30 21:10:43,,,,REGISTERED,2531043,False,1391,1204991,501254,223881,
2020-02-06 23:03:08,2020-03-30 21:13:32,,,,REGISTERED,2531044,False,1391,1204992,501254,223881,
2020-02-06 23:03:08,2020-03-17 02:25:03,,,,CANCELLED,2531045,,1391,1204993,501254,223881,
2020-02-06 23:03:08,2020-03-17 02:25:45,,,,CANCELLED,2531046,,1391,1204994,501254,223881,
2020-02-06 23:03:08,2020-03-17 02:25:36,,,,CANCELLED,2531047,,1391,1204995,501254,223881,
2020-02-07 19:33:04,2020-03-30 21:11:02,,,,REGISTERED,2556923,False,1391,1204988,1199030,223881,
2020-02-07 19:33:04,2020-03-30 21:11:09,,,,REGISTERED,2556924,False,1391,1204989,1199030,223881,
2020-02-07 19:33:04,2020-03-30 21:10:37,,,,REGISTERED,2556925,False,1391,1204991,1199030,223881,
2020-02-07 19:33:04,2020-03-09 21:30:30,,,,REGISTERED,2556926,,1391,1204992,1199030,223881,
2020-02-07 19:33:04,2020-03-24 21:30:02,,,,REGISTERED,2556927,,1391,1204994,1199030,223881,
2020-02-07 19:33:04,2020-03-31 21:30:09,,,,REGISTERED,2556928,,1391,1204995,1199030,223881,
2020-02-10 00:43:25,2020-02-11 17:27:19,,,,CANCELLED,2617522,,1391,1204988,638698,223881,
2020-02-10 23:57:32,2020-02-11 11:09:09,,,,CANCELLED,2639331,,1391,1204988,714399,223881,
2020-02-11 11:09:46,2020-03-30 21:10:32,Positive,,,CONFIRMED,2644906,True,1391,1204989,714399,223881,
2020-02-11 11:54:37,2020-03-09 21:30:31,,,,REGISTERED,2645907,,1391,1204992,1233824,223881,
2020-02-15 23:51:27,2020-02-17 12:06:00,,,,CANCELLED,2815555,,1391,1204989,141122,223881,
2020-02-17 12:10:55,2020-03-30 21:12:02,Positive,,,CONFIRMED,2853182,True,1391,1204990,141122,223881,
2020-02-20 20:40:03,2020-02-24 12:13:07,,,,CANCELLED,2982744,,1391,1204990,1387643,223881,
2020-02-20 20:40:03,2020-03-01 13:40:45,,,,CANCELLED,2982745,,1391,1204991,1387643,223881,
2020-02-22 14:55:16,2020-03-03 09:27:53,,,,CANCELLED,3061976,,1391,1204991,1117689,223881,email
2020-02-27 11:23:19,2020-03-01 12:14:37,,,,CANCELLED,3276003,,1391,1204991,45287,223881,
2020-02-27 11:23:19,2020-02-27 11:26:16,,,,CANCELLED,3276004,,1391,1204992,45287,223881,
2020-03-02 21:36:14,2020-03-09 21:30:39,,,,REGISTERED,3507071,,1391,1204992,1342286,223881,
2020-03-02 21:36:14,2020-03-16 09:43:56,,,,CANCELLED,3507072,,1391,1204993,1342286,223881,
2020-03-07 23:46:57,2020-03-09 21:31:05,,,,REGISTERED,3671078,,1391,1204992,969348,223881,
2020-03-07 23:46:57,2020-03-31 21:30:12,,,,REGISTERED,3671079,,1391,1204995,969348,223881,
2020-03-15 01:45:27,2020-03-17 21:30:23,,,,REGISTERED,3763981,,1391,1204993,1082249,223881,
2020-03-15 01:45:27,2020-03-31 21:30:13,,,,REGISTERED,3763982,,1391,1204995,1082249,223881,
2020-03-15 13:50:36,2020-03-17 21:30:24,,,,CONFIRMED,3766644,,1391,1204993,317893,223881,
2020-03-15 13:50:36,2020-03-25 00:09:06,Positive,,,CONFIRMED,3766645,True,1391,1204994,317893,223881,
2020-03-15 21:56:13,2020-11-18 13:02:03,Positive,,,REGISTERED,3772893,True,1391,1204993,1048056,223881,
2020-03-18 11:28:53,2020-11-18 13:02:05,,,,CONFIRMED,3790372,False,,1204994,1048056,223881,
2020-03-24 10:42:12,2020-03-24 21:30:11,,,,REGISTERED,3822724,,,1204994,1746709,223881,
2020-02-04 16:17:03,2020-11-18 13:33:23,,,,REGISTERED,2472118,True,1391,1204996,818703,223882,
2020-02-07 12:32:04,2020-02-07 13:10:21,,,,REGISTERED,2541374,,1391,1219825,467354,226842,
2020-02-13 21:28:39,2020-11-18 13:28:08,,,,CONFIRMED,2735313,True,1391,1253654,1278066,233660,text
2020-02-15 12:05:13,2020-02-19 01:56:12,,,,CANCELLED,2794295,,1391,1253654,727184,233660,text
2020-02-15 12:07:15,2020-11-18 13:12:18,Positive,,wfp represents my views so i'm happy to volunteer when i can,CONFIRMED,2794339,True,1391,1253654,1117689,233660,text
2020-02-15 12:11:54,2020-11-18 13:02:05,Positive,,The texting and feedback method felt both productive and fun.  For one person to be able to reach several hundred voters with a positive message in less than two hours is kind of amazing.,CONFIRMED,2794468,True,1391,1253654,1307736,233660,
2020-02-15 13:00:17,2020-11-18 13:44:06,,,,CONFIRMED,2795639,True,1391,1253654,506886,233660,text
2020-02-17 20:16:20,2020-11-18 13:17:41,,,,CONFIRMED,2868827,False,1391,1253654,1341091,233660,
2020-02-21 17:08:14,2020-11-18 13:33:20,Positive,,:$,CONFIRMED,3021724,True,1391,1293086,1176351,242090,
2020-02-22 13:20:30,2020-11-18 13:07:24,Positive,,,CONFIRMED,3056295,True,1391,1293086,613335,242090,text
2020-02-22 13:20:30,2020-11-18 13:52:54,,,,CONFIRMED,3056296,True,1391,1303208,613335,242090,text
2020-02-24 09:10:34,2020-02-25 21:04:19,,,,REGISTERED,3122088,,1391,1293086,212705,242090,text
2020-02-24 09:10:34,2020-11-18 13:17:42,,,,REGISTERED,3122089,False,1391,1303208,212705,242090,text
2020-02-24 09:11:43,2020-11-18 13:07:24,,,,CONFIRMED,3122123,True,1391,1303208,1176351,242090,
2020-02-24 09:12:58,2020-11-18 13:17:45,,,,CONFIRMED,3122149,True,1391,1303208,1446613,242090,
2020-02-24 09:18:20,2020-11-18 13:38:23,Positive,,the texting experience was quite fun. priscilla was awesome in helping us !,CONFIRMED,3122229,True,1391,1293086,278021,242090,
2020-02-24 19:00:50,2020-11-18 13:07:21,,,,CONFIRMED,3146931,False,1391,1293086,1456740,242090,
2020-02-24 19:02:49,2020-11-18 13:50:03,,,,CONFIRMED,3147033,False,1391,1303208,1456740,242090,
2020-02-24 20:08:35,2020-11-18 13:02:07,,,,CONFIRMED,3150601,False,1391,1293086,1458150,242090,
2020-02-24 20:10:16,2020-11-18 13:44:45,,,,CONFIRMED,3150671,False,1391,1303208,1458150,242090,
2020-02-24 20:25:30,2020-11-18 13:02:05,Positive,,,CONFIRMED,3151395,True,1391,1293086,1458501,242090,text
2020-02-24 20:25:30,2020-11-18 13:12:19,,,,CONFIRMED,3151396,True,1391,1303208,1458501,242090,text
2020-02-24 20:33:18,2020-11-18 13:02:05,,,,REGISTERED,3151812,True,1391,1303208,226290,242090,email
2020-02-24 23:13:13,2020-11-18 13:07:21,,,,REGISTERED,3158758,False,1391,1293086,1461375,242090,email
2020-02-24 23:13:13,2020-11-18 13:02:06,,,,REGISTERED,3158759,False,1391,1303208,1461375,242090,email
2020-02-25 10:20:29,2020-11-18 13:02:04,,,,REGISTERED,3165803,False,1391,1293086,1199030,242090,email
2020-02-25 10:20:29,2020-11-18 14:49:42,,,,REGISTERED,3165804,False,1391,1303208,1199030,242090,email
2020-02-25 10:37:43,2020-11-18 13:22:58,Positive,,it was a fun experience.,CONFIRMED,3166231,True,1391,1303208,278021,242090,
2020-02-26 13:00:51,2020-11-18 13:28:10,Positive,,,CONFIRMED,3215774,True,1391,1333916,714399,251748,
2020-02-27 19:31:34,2020-11-18 13:02:10,,,,CONFIRMED,3309402,True,1391,1333916,226290,251748,email
2020-02-27 20:20:02,2020-11-18 13:07:25,Positive,,it is so much fun 💚the people,CONFIRMED,3314080,True,1391,1333916,1342286,251748,
2020-02-27 22:25:47,2020-11-18 13:07:26,,,,REGISTERED,3323476,False,1391,1333916,136243,251748,
2020-02-28 13:04:57,2020-03-02 12:15:23,,,,CANCELLED,3350003,,1391,1333916,896377,251748,
2020-02-28 13:05:31,2020-11-18 13:07:26,Positive,,"like the people, the message and the texting.",CONFIRMED,3350082,True,1391,1333916,191570,251748,
2020-02-28 13:06:01,2020-11-18 13:23:02,Positive,,the experience is fun!,CONFIRMED,3350181,True,1391,1333916,278021,251748,
2020-02-28 13:06:31,2020-11-18 13:52:39,Positive,,,CONFIRMED,3350282,True,1391,1333916,1458501,251748,
2020-02-28 13:06:54,2020-11-18 13:46:12,Positive,,,REGISTERED,3350364,True,1391,1333916,1307736,251748,
2020-02-28 13:07:31,2020-03-02 17:59:26,,,,CANCELLED,3350502,,1391,1333916,1588862,251748,
2020-02-29 08:29:56,2020-03-04 12:30:13,,,,CONFIRMED,3394619,,1391,1347078,467354,254920,
2020-03-11 11:02:49,2020-03-11 11:40:07,,,,REGISTERED,3728027,,,1347078,1667756,254920,
2020-03-11 11:26:57,2020-03-11 12:00:17,,,,REGISTERED,3728193,,1391,1347078,671915,254920,
2020-03-05 17:53:48,2020-11-18 13:38:23,,,,CANCELLED,3600627,,1391,1357474,45287,257267,
2020-03-06 20:00:32,2020-11-18 13:33:23,Positive,,"no thanks, too tired now",CONFIRMED,3639547,True,1391,1357474,1342286,257267,
2020-03-07 22:33:14,2020-11-18 13:07:23,,,,REGISTERED,3670140,False,1391,1357474,41710,257267,
2020-03-08 14:30:05,2020-11-18 13:02:07,Positive,,,CONFIRMED,3680768,True,1391,1357474,714399,257267,
2020-03-08 14:30:38,2020-11-18 13:58:18,Positive,,Excellent- had a great time,CONFIRMED,3680785,True,1391,1357474,278021,257267,
2020-03-08 14:31:45,2020-03-09 21:31:11,,,,REGISTERED,3680806,,1391,1357474,1588862,257267,
2020-03-08 14:32:50,2020-03-09 21:31:11,,,,CONFIRMED,3680832,,1391,1357474,1458501,257267,
2020-03-08 14:34:39,2020-11-18 13:02:05,Positive,,,REGISTERED,3680876,True,1391,1357474,141122,257267,
2020-03-08 14:36:06,2020-03-09 21:31:11,,,,REGISTERED,3680913,,1391,1357474,1199030,257267,
2020-03-08 14:36:38,2020-03-09 21:31:12,,,,CONFIRMED,3680928,,1391,1357474,1233824,257267,
2020-03-08 14:37:26,2020-11-18 13:02:05,Positive,,,REGISTERED,3680940,True,1391,1357474,969348,257267,
2020-03-08 14:38:30,2020-03-09 21:31:12,,,,REGISTERED,3680976,,1391,1357474,1117689,257267,
2020-03-08 16:02:29,2020-11-18 13:17:41,Positive,,,CONFIRMED,3682879,True,1391,1357474,191570,257267,
2020-03-08 16:03:23,2020-11-18 13:39:27,Positive,,good,CONFIRMED,3682894,True,1391,1357474,214326,257267,
2020-03-04 16:04:24,2020-03-05 11:30:07,,,,REGISTERED,3563016,,1391,1361463,467354,258094,
2020-03-05 17:36:43,2020-03-05 18:10:04,,,,REGISTERED,3600123,,1391,1361463,45287,258094,
2020-03-05 20:16:16,2020-03-05 20:50:01,,,,REGISTERED,3605076,,1391,1361463,1691616,258094,
2020-03-05 20:18:03,2020-03-05 20:50:01,,,,REGISTERED,3605154,,1391,1361463,390464,258094,
2020-03-08 00:31:58,2020-03-15 11:05:46,,,,CANCELLED,3671480,,1391,1361470,1721000,258094,
2020-03-08 00:37:12,2020-03-11 10:30:07,,,,REGISTERED,3671542,,1391,1361467,1291876,258094,
2020-03-08 14:59:28,2020-03-09 15:30:23,,,,REGISTERED,3681418,,1391,1361465,25306,258094,
2020-03-10 13:21:58,2020-03-10 14:02:09,,,,REGISTERED,3715233,,,1361466,763779,258094,
2020-03-10 21:48:46,2020-03-14 13:30:04,,,,REGISTERED,3723345,,1391,1361469,171818,258094,
2020-03-10 21:48:46,2020-03-15 11:05:46,,,,CANCELLED,3723346,,1391,1361470,171818,258094,
2020-03-11 21:37:02,2020-03-12 19:30:07,,,,REGISTERED,3734340,,1391,1361468,1198589,258094,
2020-03-18 11:28:32,2020-03-20 09:30:08,,,,REGISTERED,3790369,,,1385923,1048056,258094,
2020-03-20 13:28:34,2020-03-20 14:01:50,,,,REGISTERED,3805689,,,1385923,1048056,258094,
2020-03-05 13:48:30,2020-11-18 13:02:11,Positive,,,CONFIRMED,3593312,True,1391,1364913,793462,258619,
2020-03-05 14:04:43,2020-03-07 23:01:02,Positive,,Yay!,CONFIRMED,3593770,True,1391,1364913,467354,258619,
2020-03-05 14:15:14,2020-03-07 22:30:06,,,,REGISTERED,3593999,,1391,1364913,278478,258619,
2020-03-05 18:22:49,2020-11-18 13:02:14,,,,CONFIRMED,3601375,False,1391,1364913,171818,258619,
2020-03-05 18:40:47,2020-11-18 13:02:11,,,,REGISTERED,3601854,False,1391,1364913,1115157,258619,
2020-03-05 18:49:22,2020-11-18 14:16:23,Positive,,good,REGISTERED,3602233,True,1391,1364913,944467,258619,
